feature,Mean_Oxygen,Mean_Oxygen_qval,log_PO4,log_PO4_qval,log_NO2NO3,log_NO2NO3_qval,sqrt_iron,sqrt_iron_qval,log_depth,log_depth_qval,Mean_Temperature,Mean_Temperature_qval,Mean_Salinity,Mean_Salinity_qval,size_fraction,size_fraction_qval,Absolute_Latitude,Absolute_Latitude_qval
COG0565,not_significant,0.195944102657054,not_significant,0.994459806853527,not_significant,0.517868356598356,not_significant,0.861463753494001,negative,0.024515414905029,not_significant,0.063071896500234,not_significant,0.407448089341435,not_significant,0.601502374418963,not_significant,0.897130693614286
COG0566,positive,0.0426738675121941,not_significant,0.66514361825456,not_significant,0.331086285332657,not_significant,0.134082023025221,not_significant,0.245526973690795,not_significant,0.838448623897928,not_significant,0.286347864569791,not_significant,0.406651922704271,not_significant,0.126855091351075
COG0567,not_significant,0.964844871754166,not_significant,0.957086035214698,not_significant,0.188288682349428,not_significant,0.961820929949916,not_significant,0.285081322935366,not_significant,0.840670926353032,not_significant,0.955783830280799,not_significant,0.123994635256969,not_significant,0.379625788930412
COG0568,not_significant,0.401584514519769,not_significant,0.228192549253777,not_significant,0.133451506504724,negative,0.0200226765555282,not_significant,0.0740058833805432,not_significant,0.853915475622574,not_significant,0.539608130421872,negative,0.0433261081277349,not_significant,0.422685678293583
COG0569,not_significant,0.727718209115196,not_significant,0.404365743694615,not_significant,0.624752442705513,not_significant,0.322951360735894,not_significant,0.0719179302904084,not_significant,0.745266576016001,not_significant,0.887777560555557,not_significant,0.747484079063423,not_significant,0.795877026855264
COG0571,not_significant,0.182129096113198,not_significant,0.482562511768502,not_significant,0.897130693614286,not_significant,0.143482210168254,not_significant,0.0855370785618296,not_significant,0.441510953599866,not_significant,0.276429594710404,not_significant,0.156042450211935,not_significant,0.997237858584655
COG0572,not_significant,0.954523301435036,not_significant,0.614867317056233,not_significant,0.13327165183873,not_significant,0.706680339783423,not_significant,0.957815146660876,not_significant,0.859887553294795,not_significant,0.739929079258024,not_significant,0.954523301435036,not_significant,0.785154376617715
COG0573,not_significant,0.984873826681072,negative,1.91591623666489e-6,not_significant,0.874296319462586,not_significant,0.986008730861883,not_significant,0.169867841363276,not_significant,0.247883714926641,not_significant,0.189181154437415,not_significant,0.805602211986116,not_significant,0.595020730365757
COG0574,negative,0.00153679779833278,not_significant,0.494900757803477,positive,0.0183527846514318,not_significant,0.664396016379494,positive,0.0431177782825258,not_significant,0.0551358194806792,not_significant,0.727471313226318,positive,0.0399860904692107,positive,0.0251576181642483
COG0575,not_significant,0.694508170517646,not_significant,0.511723068816358,not_significant,0.643045503454471,negative,0.0212268822661624,not_significant,0.44051175196172,not_significant,0.851601161895262,not_significant,0.450295724391142,not_significant,0.59662309259431,not_significant,0.684658512636608
COG0576,not_significant,0.831887884091919,not_significant,0.0826299057190499,not_significant,0.0706290514989047,not_significant,0.0579437388028751,not_significant,0.650985162367216,not_significant,0.120568142871776,not_significant,0.702312058525191,not_significant,0.17317599415471,not_significant,0.233393856509079
COG0577,not_significant,0.783713940719534,not_significant,0.929685682606881,not_significant,0.467163679173538,not_significant,0.30475327308872,not_significant,0.770012495463315,not_significant,0.777966077518522,not_significant,0.901728008573881,not_significant,0.980730210127772,not_significant,0.317984562581641
COG0578,not_significant,0.797098580872733,not_significant,0.908722096557854,not_significant,0.281389261390087,not_significant,0.068774063009094,not_significant,0.0815924796843488,not_significant,0.324299263027996,not_significant,0.456183817832679,not_significant,0.564218773502445,not_significant,0.484265172282993
COG0579,not_significant,0.321549432750054,not_significant,0.937327363267547,negative,0.0117153900014278,not_significant,0.178592613802953,not_significant,0.845059893065435,not_significant,0.901568728625424,not_significant,0.814397020588789,not_significant,0.270133029680228,not_significant,0.481144710989303
COG0580,not_significant,0.641464280493171,negative,0.0131495012527134,not_significant,0.0699772801345542,not_significant,0.530462024701682,not_significant,0.921972280357855,not_significant,0.344861979042861,not_significant,0.194583578858604,not_significant,0.0669926018477035,not_significant,0.0911796247862871
COG0581,not_significant,0.797094222801446,negative,5.00210986126754e-7,not_significant,0.915161551910166,not_significant,0.977707609340917,not_significant,0.175503384918846,not_significant,0.181998076811176,not_significant,0.147626213639399,not_significant,0.768501808225721,not_significant,0.674993021382771
COG0582,not_significant,0.195612589047031,not_significant,0.267671426057652,negative,0.019129976682125,not_significant,0.586888879096844,not_significant,0.614043236426732,not_significant,0.228136711321871,not_significant,0.55498508614639,not_significant,0.347231890386353,not_significant,0.850027620007958
COG0583,positive,0.0499258175502335,positive,0.0153233133208258,not_significant,0.352052449907211,not_significant,0.135454746593157,not_significant,0.402070816607249,not_significant,0.485240021251265,not_significant,0.932885465746154,not_significant,0.686969424388475,not_significant,0.709587841833797
COG0584,not_significant,0.198594788683523,not_significant,0.960776804563971,not_significant,0.104982258086755,not_significant,0.543965605727783,positive,0.032650384249318,not_significant,0.57748101801023,not_significant,0.995514362509314,not_significant,0.54555830582935,not_significant,0.636311532385733
COG0585,not_significant,0.626986305256042,not_significant,0.320999074819217,not_significant,0.0839558733558296,positive,0.0187656352992412,positive,6.5382898257768e-4,not_significant,0.706251941124038,not_significant,0.220722867055663,positive,0.00865932194257193,not_significant,0.236400545861633
COG0586,not_significant,0.0622570065054368,not_significant,0.262511828522268,not_significant,0.254284205870613,not_significant,0.116141962217522,not_significant,0.418279637835152,not_significant,0.40512775610669,not_significant,0.872694373718635,not_significant,0.0938488993108885,not_significant,0.298434664966067
COG0587,not_significant,0.601594471727055,not_significant,0.989023280059621,not_significant,0.379410431139245,not_significant,0.0796522025281857,not_significant,0.700941971551147,not_significant,0.798475982958858,not_significant,0.403980333139037,not_significant,0.264743012313573,not_significant,0.88948976535808
COG0588,not_significant,0.0600580536062097,not_significant,0.793769719367899,not_significant,0.386485505892901,not_significant,0.840706406985827,not_significant,0.900464085239034,not_significant,0.255245943902212,not_significant,0.747525659652418,not_significant,0.67212072303863,not_significant,0.377969294101832
COG0589,not_significant,0.342954668875064,not_significant,0.301220998591634,not_significant,0.496207196395495,positive,0.00966965160162506,not_significant,0.558420253160775,not_significant,0.572860308043064,not_significant,0.528024679193908,positive,0.0141147828086545,not_significant,0.291505155912978
COG0590,not_significant,0.872863799806701,not_significant,0.262515645366581,positive,0.0479445352118106,not_significant,0.495503302789179,not_significant,0.395940378604997,not_significant,0.354304638285778,not_significant,0.51109428034769,not_significant,0.812287892277702,not_significant,0.278052871279303
COG0591,not_significant,0.0870086453501499,not_significant,0.43843104183237,not_significant,0.133107157489918,not_significant,0.153833920372688,positive,9.69059021510879e-6,not_significant,0.67736004878227,not_significant,0.0951393265957611,positive,0.00261310840274371,not_significant,0.56995377912158
COG0592,not_significant,0.242089360872755,negative,0.0258805373098331,positive,0.0363237726870441,not_significant,0.648919305008239,not_significant,0.945450172851116,not_significant,0.174262393191078,not_significant,0.941921643207902,not_significant,0.887991863570945,not_significant,0.439965767726843
COG0593,not_significant,0.808751841671421,not_significant,0.505525336324179,not_significant,0.552446441969614,not_significant,0.657567469195891,not_significant,0.0643706551400506,not_significant,0.721584672739548,not_significant,0.778998863562711,not_significant,0.685688654806611,not_significant,0.832833470210422
COG0594,not_significant,0.580730717345215,not_significant,0.0886782552261376,not_significant,0.790923264410874,not_significant,0.679394831285146,not_significant,0.206499947872691,not_significant,0.553165721175872,not_significant,0.814507029250882,not_significant,0.663254011806532,not_significant,0.457929667970959
COG0595,not_significant,0.436522654637827,not_significant,0.225609269114529,not_significant,0.486054432401826,negative,0.0141169230739025,not_significant,0.418814762381092,not_significant,0.325370823213012,not_significant,0.837226886317924,not_significant,0.406532806213835,not_significant,0.964622035764585
COG0596,positive,0.0430311693874854,not_significant,0.734615320098676,not_significant,0.577415584162884,not_significant,0.98832321444178,not_significant,0.818842217244742,not_significant,0.516975500833354,not_significant,0.541263930704133,not_significant,0.439050653653889,not_significant,0.957086035214698
COG0597,not_significant,0.460614631538265,not_significant,0.957011533296495,not_significant,0.786411340994627,not_significant,0.0590689571400306,not_significant,0.235891930362063,not_significant,0.940241547732791,not_significant,0.950678785021053,not_significant,0.223414716905572,not_significant,0.634404917451644
COG0598,not_significant,0.774385769717284,not_significant,0.395833846151523,not_significant,0.96198828386779,positive,0.00267604346335517,positive,0.0191603530109467,not_significant,0.872863799806701,not_significant,0.872095498848342,positive,0.00745986360911401,not_significant,0.971835692819077
COG0599,not_significant,0.869477719299538,not_significant,0.521429672735429,not_significant,0.595096720546684,not_significant,0.182789864860147,not_significant,0.0808771669483982,not_significant,0.0958084135866373,not_significant,0.247334781656465,not_significant,0.696411833181636,not_significant,0.587778581113393
COG0600,not_significant,0.251880216729472,not_significant,0.656418028352107,not_significant,0.681977122882005,not_significant,0.597813377675339,not_significant,0.893266655405429,not_significant,0.157936997726577,not_significant,0.423342640891568,not_significant,0.907463193257779,not_significant,0.349743679117572
COG0601,not_significant,0.421507068112044,not_significant,0.187372219977053,not_significant,0.81865547294877,not_significant,0.401905037638547,not_significant,0.187341096232065,not_significant,0.394900232541591,not_significant,0.245924802942973,not_significant,0.172526045668645,not_significant,0.224435903438259
COG0602,not_significant,0.462817204266919,not_significant,0.923521201979058,not_significant,0.393679792550323,not_significant,0.994081884425242,not_significant,0.112651998134277,not_significant,0.984228111500587,not_significant,0.459572231978538,not_significant,0.521595720135376,not_significant,0.543064300679445
COG0603,not_significant,0.7826769467738,not_significant,0.953699416805121,not_significant,0.83199809467501,not_significant,0.95666455044966,positive,0.0238328688637653,not_significant,0.969716586702663,not_significant,0.629273185645983,not_significant,0.411839230232607,not_significant,0.927811864011122
COG0604,not_significant,0.597539633109213,not_significant,0.971612419449768,not_significant,0.116118711029521,not_significant,0.315754942796947,not_significant,0.960091323990715,not_significant,0.466797474443663,not_significant,0.376369793604401,not_significant,0.565635111360907,not_significant,0.203618491359731
COG0605,not_significant,0.217257257942181,not_significant,0.986320973439049,not_significant,0.220167233797543,not_significant,0.111495228382494,not_significant,0.0704615264391664,not_significant,0.401066328634306,not_significant,0.170292198760205,not_significant,0.323558664898953,not_significant,0.963694871960458
COG0606,not_significant,0.51817337261766,not_significant,0.0872526456482467,not_significant,0.897272779573785,positive,0.00610363466391352,not_significant,0.749524552716112,not_significant,0.585771246737201,not_significant,0.704818834125331,not_significant,0.0688002603137937,not_significant,0.887273999767113
COG0607,positive,0.0103387414235001,not_significant,0.880525916060522,not_significant,0.25355098016745,not_significant,0.740845668882807,not_significant,0.36865573281731,not_significant,0.976352579092162,not_significant,0.449221735436033,not_significant,0.75190215751246,not_significant,0.845290281790088
COG0608,not_significant,0.312333555841236,not_significant,0.161003479013963,not_significant,0.72948365089888,not_significant,0.209547319862527,not_significant,0.154456779309893,not_significant,0.280525788942359,not_significant,0.884351342183407,not_significant,0.178651735164926,not_significant,0.155242733707828
COG0609,positive,0.00317245657617644,positive,0.00134650536495841,not_significant,0.322637460889914,negative,2.2923930512331e-4,not_significant,0.0796862130367628,not_significant,0.800418040726153,not_significant,0.623486033997418,not_significant,0.645933059028354,negative,0.031407136979876
COG0610,not_significant,0.834782241367164,not_significant,0.408356544103471,not_significant,0.705435014708005,not_significant,0.236671936399046,not_significant,0.516374327449087,not_significant,0.801649151384714,not_significant,0.440718013073455,not_significant,0.817378186134487,not_significant,0.387120847651351
COG0611,not_significant,0.0631236216230008,not_significant,0.834452642877596,not_significant,0.920114959204088,not_significant,0.71827893930135,negative,0.0198492731118799,not_significant,0.309443380960348,not_significant,0.228849045224185,not_significant,0.39398628264286,not_significant,0.854877019712153
COG0612,not_significant,0.745090937725954,not_significant,0.382144717496594,not_significant,0.240234756679231,not_significant,0.168984278331918,not_significant,0.369110236173562,not_significant,0.24946893228767,not_significant,0.758536962462822,not_significant,0.689846198718124,not_significant,0.477009292102375
COG0613,not_significant,0.55796437884414,not_significant,0.38246399954469,not_significant,0.275343089228601,not_significant,0.126910306528327,not_significant,0.226006777793861,not_significant,0.861680525875153,not_significant,0.443637550732975,not_significant,0.227421370030493,not_significant,0.216708059922563
COG0614,positive,0.0110050937310483,not_significant,0.648364032588658,not_significant,0.648487147044801,not_significant,0.375830898030668,positive,0.0336488865524074,not_significant,0.988366038000854,not_significant,0.141544153409291,not_significant,0.47396859756357,not_significant,0.141217676236905
COG0615,not_significant,0.2408933459448,not_significant,0.653311818481833,positive,0.0450690124745831,not_significant,0.407563464970981,positive,0.00342513381039739,not_significant,0.613932225295589,not_significant,0.474070433459761,positive,0.0194606831078635,not_significant,0.262943269608227
COG0616,not_significant,0.225409708087742,not_significant,0.594105954944355,not_significant,0.98163261636974,negative,0.0185589231276371,negative,0.00118948565836026,not_significant,0.462149329460743,not_significant,0.827295531573341,not_significant,0.386069605248937,not_significant,0.989999980716038
COG0617,not_significant,0.118789657620838,not_significant,0.818539692375787,not_significant,0.635602756432499,not_significant,0.334725860225918,not_significant,0.51051779134948,not_significant,0.535159521278691,not_significant,0.159837206895915,negative,0.0416379327312891,not_significant,0.0905115787093313
COG0618,not_significant,0.0980876005160955,not_significant,0.941523238152762,positive,0.0260911765994175,not_significant,0.207642641989972,not_significant,0.0866305202017418,not_significant,0.700942572484451,not_significant,0.849348288034813,positive,0.0181620766547133,not_significant,0.617082031154844
COG0619,not_significant,0.288965343071358,not_significant,0.119242531186066,not_significant,0.0897783637933438,not_significant,0.052781569161162,not_significant,0.302228107451535,not_significant,0.359108788703776,not_significant,0.938566749489329,not_significant,0.25809033280116,not_significant,0.203381158567731
COG0620,not_significant,0.144310174901193,positive,0.0182997539999395,not_significant,0.473126779762528,not_significant,0.342267738858572,not_significant,0.18035506469005,positive,0.036262035293209,not_significant,0.655304644338938,positive,0.0369877697673476,positive,0.0340948797392155
COG0621,not_significant,0.456343721606215,not_significant,0.337602414927272,not_significant,0.59247898474275,not_significant,0.857448119014511,negative,0.0372599324003107,not_significant,0.142460082160875,not_significant,0.166646194688863,not_significant,0.902432491435011,not_significant,0.66577863856986
COG0622,not_significant,0.916135612282592,not_significant,0.63784509947116,not_significant,0.309579300751051,not_significant,0.928953945124659,not_significant,0.32311189120619,not_significant,0.897843144231777,not_significant,0.0803120300942032,not_significant,0.309096315567324,not_significant,0.584898948574249
COG0623,not_significant,0.856750941536051,not_significant,0.0990605110997874,not_significant,0.59924483884023,not_significant,0.391275320579365,negative,0.0260967077767446,not_significant,0.496543137919694,not_significant,0.780955838391055,not_significant,0.697173324203523,not_significant,0.937779395017187
COG0624,not_significant,0.0959612452468522,not_significant,0.441209563636932,not_significant,0.0932337061041995,positive,0.0161126970032349,not_significant,0.784656091312674,not_significant,0.752097027222839,not_significant,0.261579003425482,not_significant,0.0992088905200421,not_significant,0.149070079152648
COG0625,positive,0.0487728505102741,not_significant,0.831534428870856,not_significant,0.36557704515092,not_significant,0.683412786224035,not_significant,0.146434035083738,not_significant,0.974069097693424,not_significant,0.539642028006238,not_significant,0.119379671162566,not_significant,0.644840761573667
COG0626,not_significant,0.964838064397258,not_significant,0.637406025523546,not_significant,0.43843104183237,not_significant,0.481025996869614,not_significant,0.0562156969077008,not_significant,0.985049010832554,not_significant,0.259343748372003,not_significant,0.971660582306108,not_significant,0.915360215904192
COG0627,not_significant,0.243613158620696,not_significant,0.471142547219966,not_significant,0.876702631069099,not_significant,0.310864164247525,not_significant,0.53953537231764,negative,0.0201384487883325,not_significant,0.614713656967534,not_significant,0.510057779862481,not_significant,0.435166360812466
COG0628,not_significant,0.0890719217266152,not_significant,0.232454559367121,not_significant,0.115477930956191,not_significant,0.709535727145187,not_significant,0.739681410770539,not_significant,0.702312058525191,not_significant,0.941980548755704,not_significant,0.932348510531191,not_significant,0.182016224884307
COG0629,not_significant,0.135667070024045,not_significant,0.348904903874008,not_significant,0.12543432916469,negative,0.047352755082866,not_significant,0.999025801926551,not_significant,0.981349076921913,not_significant,0.897272779573785,negative,0.00993933242589247,not_significant,0.233505061922673
COG0630,not_significant,0.602812602411058,not_significant,0.999124226436036,not_significant,0.594074140854929,not_significant,0.433798096777991,not_significant,0.098175360364412,not_significant,0.6645975119456,not_significant,0.615165253279714,not_significant,0.184044763314285,not_significant,0.980730210127772
COG0631,not_significant,0.376675396100176,not_significant,0.621561899705276,not_significant,0.483275968163103,not_significant,0.460249777052278,positive,0.00597428873250701,not_significant,0.704413383291314,not_significant,0.701458938854989,not_significant,0.967735032590609,not_significant,0.439181377477658
COG0632,not_significant,0.240286842885658,not_significant,0.892470848862343,not_significant,0.804828817825748,not_significant,0.325998364953029,not_significant,0.970767999228648,not_significant,0.135891562668267,not_significant,0.910513166721257,not_significant,0.443729728736462,not_significant,0.289587522800883
COG0633,not_significant,0.941921643207902,not_significant,0.16970468369587,not_significant,0.0840900044665402,not_significant,0.674666858053089,not_significant,0.0618051369733546,not_significant,0.439848284100387,not_significant,0.523899731850861,not_significant,0.100570395507782,not_significant,0.930473558437688
COG0634,not_significant,0.561178579735256,not_significant,0.579493618682977,not_significant,0.418981592625228,not_significant,0.107834411320802,positive,0.00118948565836026,not_significant,0.926208120132571,not_significant,0.688161705026763,not_significant,0.562352385612252,not_significant,0.754502784754829
COG0635,not_significant,0.894941437660039,not_significant,0.403197397874348,not_significant,0.249660207879449,not_significant,0.694431718371541,not_significant,0.66394247862261,not_significant,0.0731221564691283,not_significant,0.511146442111677,not_significant,0.642010295225802,not_significant,0.415865150824373
COG0636,not_significant,0.0901318239414325,not_significant,0.786953926964795,not_significant,0.178188194768397,not_significant,0.308966954837466,not_significant,0.461013059182462,not_significant,0.213245433614839,not_significant,0.628562255297703,negative,0.0321669478794287,not_significant,0.104408649243193
COG0637,not_significant,0.185166641325876,not_significant,0.295652605541112,not_significant,0.263510751398489,not_significant,0.345470029203704,not_significant,0.0545362691664849,not_significant,0.548607876169234,not_significant,0.997454215553057,negative,0.0393311965931795,not_significant,0.0677764954665666
COG0638,negative,0.0252189444920896,not_significant,0.770702788530922,positive,0.0370419605723274,not_significant,0.178805792511577,positive,0.00291163656098487,not_significant,0.140674597311399,not_significant,0.213231944925541,positive,0.0158513121998681,not_significant,0.0902053935017598
COG0639,not_significant,0.630198495240967,not_significant,0.147041191765008,not_significant,0.976237680600025,not_significant,0.0567298709786262,not_significant,0.617127728131132,not_significant,0.725918637313126,not_significant,0.822764890605813,positive,0.0262705424832403,not_significant,0.204381391035876
COG0640,not_significant,0.836428828612943,not_significant,0.953554019178461,not_significant,0.423564629357091,not_significant,0.631869321886,not_significant,0.189275667012756,not_significant,0.33359996003668,not_significant,0.115880699405132,not_significant,0.342381902777072,not_significant,0.419711368798086
COG0641,negative,0.0315654168482191,not_significant,0.341828731605224,not_significant,0.797874737383717,positive,0.0468016306118177,not_significant,0.886648293903921,not_significant,0.654413471355968,not_significant,0.911862683292488,not_significant,0.0516152974994614,not_significant,0.309904755684262
COG0642,not_significant,0.579374555619088,not_significant,0.939157195380726,not_significant,0.462660365277821,not_significant,0.46234361446559,not_significant,0.79564471313348,not_significant,0.872873020136503,not_significant,0.688398301856683,not_significant,0.226480600695758,not_significant,0.967385699914655
COG0643,not_significant,0.941006192240659,positive,0.0481016731494047,not_significant,0.610200915645577,not_significant,0.0540138602606822,positive,4.7229084179769e-4,not_significant,0.852953838692122,not_significant,0.0716999063887493,positive,0.0186195142571003,not_significant,0.935111259420513
COG0644,not_significant,0.120861695505162,not_significant,0.739645991824523,not_significant,0.578660977336787,not_significant,0.960796326087789,not_significant,0.0985968585607374,not_significant,0.0625658114127131,not_significant,0.49215406971946,not_significant,0.187743114399713,not_significant,0.275538803452021
COG0645,not_significant,0.440454050369459,not_significant,0.800704170065809,not_significant,0.560989698775319,not_significant,0.200770014951031,positive,0.0388744404793749,not_significant,0.899734069119702,not_significant,0.0537005121989871,positive,0.0238034221054282,not_significant,0.672455249457885
COG0646,negative,0.0031168046227628,not_significant,0.893991738958478,not_significant,0.584898948574249,not_significant,0.329238444510612,positive,0.016037811502902,not_significant,0.539785092629456,not_significant,0.321224345624629,not_significant,0.0877398290222907,not_significant,0.561290570334609
COG0647,not_significant,0.926128345077717,not_significant,0.439180563768085,not_significant,0.0571572224888341,not_significant,0.703008177368292,not_significant,0.315590394356181,not_significant,0.322081775712808,not_significant,0.701729170931744,not_significant,0.728820765995802,not_significant,0.369786834092659
COG0648,negative,0.0112337298845575,not_significant,0.322951360735894,not_significant,0.0777883787081638,not_significant,0.230177355218957,positive,0.0121514555063778,not_significant,0.0983708515277739,not_significant,0.599173912190143,not_significant,0.0554576350725846,not_significant,0.30284297300875
COG0649,negative,0.00170843031118111,not_significant,0.262511828522268,not_significant,0.973004426123732,not_significant,0.921894647204661,positive,0.0230572894843577,not_significant,0.179102945670561,not_significant,0.860633519257584,not_significant,0.558435409829408,not_significant,0.225460365741049
COG0651,not_significant,0.189704438115724,not_significant,0.850980786875166,not_significant,0.947445635844902,not_significant,0.977950743836831,not_significant,0.282440793061418,not_significant,0.291541225633551,not_significant,0.872962657714318,not_significant,0.337280168469226,not_significant,0.847728804936487
COG0652,not_significant,0.111871826134154,not_significant,0.11160762287896,not_significant,0.525931970132852,not_significant,0.973239679874902,not_significant,0.929360259654095,not_significant,0.254116894948168,not_significant,0.968586412111902,not_significant,0.841286242561538,not_significant,0.874085856208335
COG0653,not_significant,0.477807175070782,not_significant,0.239426355699919,not_significant,0.920015336580097,negative,0.0201716510503028,negative,0.0183147902719935,not_significant,0.712091201517304,not_significant,0.59104066261455,not_significant,0.178188194768397,not_significant,0.379025238434199
COG0654,positive,0.00340216001284148,not_significant,0.993907261780994,not_significant,0.781105160757206,not_significant,0.286732971885219,negative,0.00387821916131544,not_significant,0.786690937943705,not_significant,0.944361514389716,not_significant,0.299572594624605,not_significant,0.965392988426977
COG0655,not_significant,0.471426318589021,not_significant,0.361768929690141,not_significant,0.679981798365261,not_significant,0.520955671243038,not_significant,0.773447852805924,negative,0.0338970867639907,not_significant,0.559259463171793,not_significant,0.918524144496023,not_significant,0.442290145233602
COG0656,not_significant,0.461824344346978,not_significant,0.413071508687328,not_significant,0.436170107781117,positive,0.00159680065028176,positive,1.0774112640689e-4,not_significant,0.560705338002017,not_significant,0.111252628197673,positive,0.00459869151278334,not_significant,0.830261163383214
COG0657,not_significant,0.887643334551446,not_significant,0.394195672252275,not_significant,0.523645604878487,not_significant,0.973239679874902,not_significant,0.334996149988446,not_significant,0.752116992397906,not_significant,0.47305297315591,not_significant,0.664213795829517,not_significant,0.98161342408165
COG0658,not_significant,0.612790603749063,not_significant,0.0910115069943895,not_significant,0.870670762052467,positive,0.00654198389762649,not_significant,0.877623697141786,not_significant,0.598402956486488,not_significant,0.477534482281235,not_significant,0.0680685524326839,not_significant,0.89843179236872
COG0659,positive,0.0297390436242122,not_significant,0.195465159339809,negative,0.0198762287237066,not_significant,0.595195395946961,not_significant,0.394193929755637,not_significant,0.212879625696107,not_significant,0.10730998532814,not_significant,0.0967558005201035,not_significant,0.413822206252983
COG0661,not_significant,0.236660253893007,not_significant,0.449378195308414,not_significant,0.076240703794016,not_significant,0.0643417576440709,not_significant,0.0632487758151676,not_significant,0.558209301610389,not_significant,0.663430125577223,not_significant,0.160968136847908,not_significant,0.264865332099409
COG0662,not_significant,0.58463714391519,not_significant,0.895574776654432,not_significant,0.579493618682977,not_significant,0.85674383008632,not_significant,0.730284460504518,not_significant,0.569945038417651,not_significant,0.205161645259361,not_significant,0.255048011152477,not_significant,0.153333964515868
COG0663,not_significant,0.247456948683452,not_significant,0.606832877463625,not_significant,0.330424877042997,not_significant,0.276144992350107,not_significant,0.114597226555071,not_significant,0.941921643207902,not_significant,0.904970539964208,not_significant,0.879468036424303,not_significant,0.996761894944708
COG0664,not_significant,0.0937017749235074,not_significant,0.42987123570879,not_significant,0.184444501742695,not_significant,0.576573358613407,not_significant,0.206614372363907,not_significant,0.750061385331209,not_significant,0.924696027347468,not_significant,0.903009218469103,not_significant,0.814918886877501
COG0665,not_significant,0.321734506531553,not_significant,0.31468569483091,positive,0.0170170580506427,not_significant,0.0613323247545299,not_significant,0.954155195819446,not_significant,0.804744289276961,not_significant,0.63162153455774,not_significant,0.417212481568968,not_significant,0.370056640427365
COG0666,not_significant,0.353948213296616,not_significant,0.904359463672361,not_significant,0.284060407403099,not_significant,0.375382064927219,positive,6.33171878597144e-5,not_significant,0.496347749576634,not_significant,0.287849918401179,positive,0.0176905871252169,not_significant,0.982144273659415
COG0667,not_significant,0.559060461678868,not_significant,0.809144719771123,not_significant,0.964622035764585,not_significant,0.93839862331231,not_significant,0.201022551908067,not_significant,0.226797920627037,not_significant,0.0676074527981823,not_significant,0.620772423951074,positive,0.0394545139458809
COG0668,not_significant,0.103212625510015,not_significant,0.778998863562711,not_significant,0.202157486803534,not_significant,0.697572382148611,positive,0.0478208721244125,not_significant,0.147631124221528,not_significant,0.173981924319766,positive,0.00850040241724407,not_significant,0.26687896404062
COG0669,not_significant,0.491270292596138,not_significant,0.170232488571849,not_significant,0.558347753983504,not_significant,0.0885714375808913,negative,0.00274278842755597,not_significant,0.678008905853911,not_significant,0.540260887210124,negative,0.0211489981028801,not_significant,0.284162289765365
COG0670,not_significant,0.922667231810815,not_significant,0.155682558504571,not_significant,0.844787779666047,not_significant,0.271291222111829,negative,0.00291716255115039,not_significant,0.886426673629856,not_significant,0.90501172423158,not_significant,0.255763297934829,not_significant,0.961480687556546
COG0671,not_significant,0.825311108875508,not_significant,0.50443936485196506,not_significant,0.131366304193648,not_significant,0.743018967048702,not_significant,0.231435556501262,not_significant,0.962975074634589,not_significant,0.835653884634124,not_significant,0.46022256713575,not_significant,0.265436348772679
COG0672,negative,0.00441548177149671,not_significant,0.16784397308746,not_significant,0.758499979323063,positive,0.00770348431243907,positive,0.0147595803700017,negative,0.0223607001894685,not_significant,0.819603512468257,not_significant,0.690568345350381,not_significant,0.297284237989195
COG0673,not_significant,0.107073561787636,not_significant,0.877713185675857,not_significant,0.539047571640509,not_significant,0.522967167800866,not_significant,0.123821074189139,positive,0.00879010862514852,not_significant,0.542199936828799,not_significant,0.119837913923195,positive,0.040106542672812
COG0674,negative,8.90903752115612e-7,not_significant,0.640744726317188,not_significant,0.275538803452021,not_significant,0.137904773113676,positive,0.00108922568738153,not_significant,0.470372517471894,not_significant,0.49902164314435,not_significant,0.0556117207456386,not_significant,0.115629922576186
COG0675,not_significant,0.948119369879445,not_significant,0.624732330750051,not_significant,0.410253552769554,not_significant,0.419717633138211,not_significant,0.234335343815673,not_significant,0.407431435127658,not_significant,0.685364354231499,not_significant,0.50990843982131,not_significant,0.369170206344916
COG0676,not_significant,0.460469034718775,positive,0.00479145078557364,not_significant,0.339514607300496,not_significant,0.221326462728515,positive,0.00479145078557364,not_significant,0.716218522677591,not_significant,0.927752434151957,positive,0.04902937530321,not_significant,0.93986348831095
COG0677,not_significant,0.613018000257474,not_significant,0.619236241950644,positive,0.0174981027904484,not_significant,0.258615545687624,not_significant,0.75909762258285,not_significant,0.715873783819251,not_significant,0.797539381920278,not_significant,0.812247143112309,not_significant,0.533137834169615
COG0678,not_significant,0.989002005403793,not_significant,0.559148061026825,not_significant,0.867583353860898,not_significant,0.223545968347595,not_significant,0.155332900502787,not_significant,0.406433194126408,not_significant,0.0564591159126023,not_significant,0.11412511687169,not_significant,0.668286746928056
COG0679,not_significant,0.579860958131105,not_significant,0.0569090250289587,not_significant,0.740064992187605,negative,0.0353323472076414,negative,0.00622114249252768,not_significant,0.835603298069574,not_significant,0.959724673803171,not_significant,0.322313803570301,not_significant,0.621678355946828
COG0680,not_significant,0.812779759715539,not_significant,0.634903307795712,not_significant,0.338010487707296,not_significant,0.557229917324845,not_significant,0.246453542163709,not_significant,0.498826900760452,not_significant,0.479362420374247,not_significant,0.0717546629386516,not_significant,0.263546145125598
