COG1856
COG1150
COG2044
COG1833
COG0397
COG2223
COG3476
COG3640
COG2221
COG0614
COG2121
COG5014
COG4249
COG0386
COG0389
COG3261
COG2907
COG1014
COG3481
COG3496
COG0432
COG1013
COG0596
COG0674
COG5394
COG2081
COG1562
COG1415
COG0683
COG0558
COG2168
COG3651
COG5660
COG5479
COG3046
COG0535
COG2088
COG1231
COG4864
COG1647
COG4085
COG1913
COG2461
COG0410
COG3770
COG1030
COG1274
COG3961
COG4647
COG4231
COG0493
COG1055
COG5013
COG2170
COG1054
COG3502
COG4912
COG4223
COG0415
COG0823
COG1448
COG2110
COG0243
COG2267
COG2154
COG3155
COG2362
COG5458
COG2335
COG1959
COG4591
COG3090
COG3005
COG1835
COG1485
COG2802
COG1726
COG3971
COG1426
COG2048
COG1022
COG0838
COG4121
COG5447
COG1032
COG2014
COG0826
COG0828
COG4287
COG2768
COG2403
COG0859
COG3380
COG2181
COG3857
COG1515
COG0685
COG1576
COG1914
COG2849
COG0239
COG4747
COG3752
COG1314
COG4623
COG2249
COG3816
COG4284
COG1805
COG3040
COG3664
COG1363
COG4558
COG2869
COG4992
COG2414
COG0508
COG3580
COG0574
COG3782
COG1144
COG2316
COG0411
COG3750
COG2006
COG3825
COG2518
COG1783
COG3360
COG0607
COG1993
COG3581
COG0839
COG4995
COG0247
COG0376
COG3104
COG4635
COG3256
COG0246
COG5328
COG1924
COG0265
COG3724
COG3044
COG0054
COG2904
COG3734
COG1195
COG2303
COG1350
COG0694
COG3243
COG0437
COG1005
COG3303
COG5011
COG1928
COG3241
COG4177
COG2516
COG0377
COG3812
COG4559
COG1070
COG1148
COG1533
COG3688
COG1140
COG3302
COG1994
COG0408
COG2072
COG1182
COG1369
COG0026
COG2816
COG0062
COG3301
COG0625
COG0053
COG0654
COG3183
COG0063
COG1388
COG3727
COG4321
COG5316
COG1151
COG3201
COG3150
COG1127
COG1874
COG0005
COG2180
COG1286
COG1988
COG0276
COG3340
COG0220
COG2941
COG2761
COG2957
COG0289
COG3146
COG0713
COG2810
COG3067
COG3123
COG1649
COG0852
COG3869
COG4632
COG4323
COG1678
COG1313
COG1347
COG3313
COG0748
COG3880
COG2451
COG4952
COG5423
COG1666
COG0723
COG2855
COG0664
COG1049
COG3024
COG5515
COG3555
COG4421
COG0463
COG3676
COG5387
COG1242
COG1214
COG0507
COG0435
COG3359
