COG1833
COG5013
COG4856
COG4012
COG3363
COG1274
COG5566
COG4347
COG1307
COG5427
COG3261
COG2006
COG1617
COG2768
COG2403
COG1014
COG1107
COG1148
COG1745
COG2150
COG1202
COG3365
COG0581
COG2181
COG2226
COG1461
COG2391
COG0478
COG1117
COG4745
COG0226
COG0674
COG1150
COG0394
COG1681
COG1140
COG2861
COG1379
COG0561
COG2044
COG1013
COG1966
COG2247
COG4242
COG3961
COG1030
COG1856
COG2164
COG0573
COG3857
COG4993
COG2159
COG4552
COG4889
COG5285
COG3083
COG2250
COG5015
COG1775
COG2235
COG3653
COG2180
COG1144
COG2141
COG0247
COG1118
COG4359
COG0704
COG4647
COG2221
COG1415
COG1592
COG1730
COG3738
COG1921
COG3627
COG1647
COG3624
COG3364
COG4700
COG5530
COG2231
COG3640
COG0591
COG3273
COG3799
COG4801
COG4886
COG2088
COG2380
COG1824
COG2968
COG0248
COG0043
COG1816
COG2881
COG2956
COG4284
COG1913
COG4912
COG5337
COG3044
COG1545
COG2461
COG2878
COG1369
COG3481
COG0855
COG5496
COG3883
COG3360
COG3973
COG2121
COG0181
COG1585
COG3625
COG5618
COG0746
COG3608
COG4627
COG2206
COG1657
COG1005
COG2362
COG2014
COG3639
COG1760
COG3577
COG4946
COG0444
COG1171
COG3046
COG2168
COG3626
COG1666
COG3590
COG3051
COG3746
COG2414
COG1032
COG2013
COG3296
COG5006
COG3526
COG0194
COG3269
COG1837
COG1850
COG4635
COG3801
COG2706
COG1401
COG5518
COG0825
COG2223
COG4106
COG1035
COG3164
COG3655
COG3949
COG2205
COG1497
COG0513
COG4742
COG1254
COG0163
COG3071
COG4778
COG3245
COG4324
COG1546
COG3645
COG3901
COG4825
COG1139
COG3707
COG1300
COG3182
COG1055
COG0666
COG4107
COG4277
COG4929
COG4731
COG3488
COG3920
COG0824
COG0026
COG3199
COG2922
COG5502
COG3479
COG1934
COG3802
COG4864
COG3401
COG1023
COG1812
COG2315
COG0826
COG1683
COG3228
COG4353
COG0424
COG0656
COG1524
COG3871
COG1529
COG1721
COG4198
COG4195
COG2258
COG2080
COG3573
COG0386
COG4319
COG4559
COG5652
COG0017
COG2316
COG0683
COG5309
COG0407
COG5605
COG3569
COG2373
COG1526
COG3272
COG0300
COG1426
COG3080
COG3663
COG1838
COG1063
COG4608
COG0253
COG4987
COG2074
COG4308
COG3958
COG1277
COG1080
COG1395
COG2146
COG3650
COG2320
COG3091
COG0694
COG1184
COG1637
COG3538
COG3615
COG1695
COG4872
COG0543
COG0314
COG4339
COG1392
COG3112
COG0609
COG5282
COG3267
COG5661
COG2423
COG0301
COG4558
COG4263
COG3664
COG0521
COG1801
COG2991
COG5421
COG4301
COG3298
COG2509
COG3572
COG4582
COG0777
COG3886
COG3745
COG3117
COG4249
COG4576
COG4870
COG2267
COG4898
COG1579
COG3467
COG0854
COG2943
COG2430
COG3979
COG0412
COG1260
COG1708
COG2845
COG3965
COG4247
COG0220
COG4276
COG0303
COG3454
COG5438
COG0135
COG3155
COG3372
COG0289
COG4782
COG5029
COG3870
COG5014
COG0315
COG3047
COG1044
COG2098
COG5431
COG4132
COG0415
COG3057
COG0306
COG3276
COG4869
COG0555
COG2838
COG0557
COG1881
COG2261
COG1920
COG3111
COG1137
COG1607
COG1757
COG1217
COG3185
COG0299
COG3783
COG0225
COG4044
COG1407
COG3685
COG4335
COG0410
COG1437
COG0366
COG1442
COG4682
COG0420
COG0477
COG3243
COG2860
COG3709
COG3959
COG4716
COG1509
COG0243
COG2866
COG1951
COG1694
COG0708
COG3676
COG2451
COG3384
COG3803
COG0419
COG4373
COG4420
COG4759
COG3099
COG0515
COG0713
COG4231
COG4289
COG1512
COG3978
COG1236
COG4579
COG3530
COG4829
COG0643
COG3541
COG3208
COG3708
COG1007
COG1682
COG3137
COG4875
COG2716
COG4859
COG3865
COG4632
COG1067
COG3287
COG3635
COG0036
COG4729
COG1273
COG3326
COG3102
COG4334
COG5660
COG0309
COG0377
COG3531
COG4628
COG2378
COG4464
COG4382
COG3867
COG2023
COG0252
COG3782
COG1350
COG3055
COG4384
COG2128
COG5395
COG0549
COG0770
COG0754
