COG	metadata	coef	qval	polarity	correlation	corr_above_0.6
COG1324	Mean_Oxygen	-0.00260478820694127	0.00129721713044158	negative	-0.6582653949993046	TRUE
COG0214	Mean_Oxygen	-0.00396295836506674	0.00131145627992459	negative	-0.46225534455128764	FALSE
COG2211	Mean_Oxygen	0.00209042124718045	0.00132857155002081	positive	0.43217269768723027	FALSE
COG5626	Mean_Oxygen	0.00651731752363142	0.00133904714697073	positive	0.10302044877747564	FALSE
COG4181	Mean_Oxygen	0.00153879124670242	0.00134344877128093	positive	0.5951020699645995	FALSE
COG1256	Mean_Oxygen	0.00210738284968872	0.0013495461495242	positive	0.1819206662198209	FALSE
COG2089	Mean_Oxygen	-0.00126125243000432	0.0013495461495242	negative	-0.1852205139714959	FALSE
COG1838	Mean_Oxygen	-0.0027176504516175	0.00135565536530529	negative	-0.29483966821836466	FALSE
COG5281	Mean_Oxygen	0.00911375139571136	0.0013714943853686	positive	-0.0829880598532608	FALSE
COG2738	Mean_Oxygen	0.00260755158883026	0.00137299772530008	positive	0.6309095082964523	TRUE
COG1554	Mean_Oxygen	0.00470169507413231	0.00137754081735597	positive	0.2912325448704542	FALSE
COG0854	Mean_Oxygen	0.00115371642873659	0.00137762672326026	positive	0.5040450515705818	FALSE
COG4769	Mean_Oxygen	-0.00693660953512095	0.00137829453350284	negative	-0.12877303770502926	FALSE
COG3893	Mean_Oxygen	0.00305817600169271	0.00140565799702885	positive	0.27490543863622363	FALSE
COG4315	Mean_Oxygen	0.00765753774550676	0.00141064950829162	positive	0.2453383119417814	FALSE
COG3128	Mean_Oxygen	0.00527415539073187	0.00141126193144159	positive	0.03481410162427523	FALSE
COG0703	Mean_Oxygen	9.4730623281304e-4	0.00141798212351294	positive	0.4210169249446547	FALSE
COG1026	Mean_Oxygen	0.00275333989435611	0.00142204550383118	positive	0.4358982860867528	FALSE
COG3154	Mean_Oxygen	-0.0126513566243708	0.00143727304528584	negative	-0.5127281684594327	FALSE
COG3257	Mean_Oxygen	0.00418747023797155	0.00144491469986954	positive	0.10982718675729498	FALSE
COG1539	Mean_Oxygen	9.3152143887621e-4	0.00145490532860503	positive	0.44350700360126905	FALSE
COG5362	Mean_Oxygen	0.00751568896714318	0.00147746378067004	positive	0.25032582553827665	FALSE
COG2027	Mean_Oxygen	-0.0021725524752683	0.00148493669300404	negative	-0.4160690056212444	FALSE
COG2137	Mean_Oxygen	-0.00150528838016155	0.0014910504916854	negative	-0.17377021585334254	FALSE
COG0155	Mean_Oxygen	-0.00245001458728287	0.00151113944858026	negative	-0.5756215504840799	FALSE
COG1021	Mean_Oxygen	-0.00376362815685276	0.00151628118971936	negative	-0.23375990719333528	FALSE
COG3239	Mean_Oxygen	0.00210835518408524	0.00154398420573417	positive	0.27944522092204727	FALSE
COG4728	Mean_Oxygen	0.00580045264911957	0.0015545187954248	positive	-0.0028157339335677547	FALSE
COG1193	Mean_Oxygen	0.00301006396548075	0.00156995111758177	positive	0.2319126307447549	FALSE
COG4807	Mean_Oxygen	0.00840525982559923	0.00157956121135816	positive	0.10077496643122207	FALSE
COG2063	Mean_Oxygen	0.00251777759817259	0.00158022901336263	positive	0.04087738316450295	FALSE
COG2052	Mean_Oxygen	-0.0254416855558661	0.00158498584892406	negative	-0.2610300661343132	FALSE
COG0454	Mean_Oxygen	6.9284304785557e-4	0.00159051195390016	positive	0.3384580855122882	FALSE
COG1694	Mean_Oxygen	0.00123129979418812	0.00160344237779391	positive	0.3432376735597474	FALSE
COG1199	Mean_Oxygen	-0.00152253229798701	0.00161981487782724	negative	-0.5626345374970669	FALSE
COG1338	Mean_Oxygen	0.00213362093770478	0.00164476629396967	positive	0.08356128924609567	FALSE
COG0735	Mean_Oxygen	0.0012692724044641	0.00165017026983535	positive	0.38897277114087797	FALSE
COG1900	Mean_Oxygen	-0.0185189578343463	0.00165017026983535	negative	-0.04408745398373332	FALSE
COG3029	Mean_Oxygen	-0.00643571532867663	0.00165017026983535	negative	-0.35560791141259684	FALSE
COG2041	Mean_Oxygen	0.0016272455967475	0.00166570654080879	positive	0.04886707950337173	FALSE
COG2115	Mean_Oxygen	0.00256039152171394	0.00166807043151809	positive	0.5041158639816956	FALSE
COG2055	Mean_Oxygen	0.00131585983253878	0.00167959196552193	positive	0.49074177982269107	FALSE
COG4130	Mean_Oxygen	0.00555032823968159	0.00168239880045013	positive	-0.038704033385644876	FALSE
COG2207	Mean_Oxygen	0.00414063515359159	0.00168580048166156	positive	-0.022551290029687514	FALSE
COG3023	Mean_Oxygen	0.00122371968374993	0.00171565208108594	positive	0.5447506146642046	FALSE
COG3892	Mean_Oxygen	0.00351500729584983	0.00172406447104225	positive	0.0844830818401393	FALSE
COG2871	Mean_Oxygen	0.00238271687741822	0.00176554335153224	positive	0.5209859634495358	FALSE
COG4766	Mean_Oxygen	-0.00381917028002396	0.00177362687045858	negative	-0.09638763171628169	FALSE
COG2509	Mean_Oxygen	0.00489464679282348	0.00177507282931412	positive	0.4294757676271479	FALSE
COG4289	Mean_Oxygen	-0.00690111379282464	0.001795536277767	negative	-0.3122872266611313	FALSE
COG2906	Mean_Oxygen	0.00540514842369333	0.00180392407944254	positive	-0.1505713119849833	FALSE
COG2843	Mean_Oxygen	-0.00298114589513673	0.00181026278142203	negative	-0.5486387327421299	FALSE
COG3225	Mean_Oxygen	-0.00180564422388968	0.00182923526023786	negative	-0.2788695250759549	FALSE
COG0199	Mean_Oxygen	8.8654058940615e-4	0.00183521733005047	positive	0.5279021842258291	FALSE
COG4653	Mean_Oxygen	0.00620068858492186	0.00185082368969141	positive	-0.17444842462954865	FALSE
COG3407	Mean_Oxygen	0.00291447327720209	0.00185485954288285	positive	0.5730270164211783	FALSE
COG4681	Mean_Oxygen	0.00825609827567132	0.00186413849130743	positive	-0.07295139039461805	FALSE
COG1334	Mean_Oxygen	0.00561082605321614	0.00186505483209617	positive	-0.1421060216007171	FALSE
COG1824	Mean_Oxygen	-0.00603679065678428	0.00190635539666885	negative	-0.48849503989232557	FALSE
COG2838	Mean_Oxygen	0.00227193040355696	0.00190642790796638	positive	0.05842400314295994	FALSE
COG1923	Mean_Oxygen	0.00206554368077599	0.00193867462252119	positive	0.18615114465210653	FALSE
COG0101	Mean_Oxygen	8.1069633780979e-4	0.00194304099837669	positive	0.4058161006314973	FALSE
COG0370	Mean_Oxygen	-0.00533081920620769	0.00195331990203925	negative	-0.15181321183372187	FALSE
COG4094	Mean_Oxygen	-0.00408857740863551	0.00196654780932824	negative	-0.1732832925960536	FALSE
COG3007	Mean_Oxygen	0.00458360523360751	0.00196929360792842	positive	0.174092579766686	FALSE
COG2071	Mean_Oxygen	-0.00142158059524201	0.00197436087580306	negative	-0.3303985880576611	FALSE
COG3762	Mean_Oxygen	0.00460625435394712	0.00197995028497259	positive	-0.0435197347560937	FALSE
COG5653	Mean_Oxygen	0.00326828218334625	0.00198208637538028	positive	0.12249889691987716	FALSE
COG2824	Mean_Oxygen	0.00789772210479824	0.00200359964274412	positive	-0.09785490480023534	FALSE
COG0383	Mean_Oxygen	-0.00422209448989904	0.0020096122249913	negative	-0.15666015437538486	FALSE
COG1333	Mean_Oxygen	0.00718351661382278	0.00200981645252973	positive	0.14359186244778416	FALSE
COG4843	Mean_Oxygen	0.00494741194449546	0.00203001631489377	positive	0.2590770840691317	FALSE
COG3910	Mean_Oxygen	-0.00678898327769263	0.00206302152506868	negative	-0.4200347123755435	FALSE
COG4308	Mean_Oxygen	-0.00388845519199866	0.00208682849585466	negative	-0.18676528730291964	FALSE
COG2195	Mean_Oxygen	0.00310608832212635	0.00212153002262414	positive	-0.006304908112291945	FALSE
COG3345	Mean_Oxygen	0.00641843593548805	0.00213798768650961	positive	0.07171750663503193	FALSE
COG2045	Mean_Oxygen	0.00399749607018677	0.0021457958325641	positive	0.10860228217708025	FALSE
COG3016	Mean_Oxygen	-0.00402935841474848	0.00216761538391364	negative	-0.3445840565429954	FALSE
COG0079	Mean_Oxygen	-5.633884193882e-4	0.00217357879771879	negative	-0.33902939166097057	FALSE
COG4311	Mean_Oxygen	0.00137879071000758	0.00219646962503757	positive	0.5986523296028402	FALSE
COG1524	Mean_Oxygen	-0.00168509125883139	0.0022085940517834	negative	-0.40915264223087794	FALSE
COG1177	Mean_Oxygen	-9.3996766124982e-4	0.00221434910534954	negative	0.04329174360596199	FALSE
COG0807	Mean_Oxygen	9.1455459023501e-4	0.0022145805183474	positive	0.3623305210108038	FALSE
COG4091	Mean_Oxygen	0.00220395039878653	0.00221622135043212	positive	0.05240988822543822	FALSE
COG2206	Mean_Oxygen	-0.00425597447418571	0.00221657912394003	negative	-0.4990665170633109	FALSE
COG2313	Mean_Oxygen	-0.00198649961121516	0.00223099615762703	negative	-0.28813070837557225	FALSE
COG1157	Mean_Oxygen	0.00201588215521735	0.00224189670638429	positive	0.09452479999058	FALSE
COG5514	Mean_Oxygen	-0.0072361831792101	0.00224213337104274	negative	-0.21325295361635815	FALSE
COG1207	Mean_Oxygen	0.00103476371612359	0.00225410896607011	positive	0.2391069260668632	FALSE
COG0302	Mean_Oxygen	6.6642680193847e-4	0.00231944098689933	positive	0.2696514012303486	FALSE
COG1408	Mean_Oxygen	0.00182959500976924	0.00232433982768116	positive	0.3827069022044524	FALSE
COG1429	Mean_Oxygen	0.00393074025919082	0.00244550913263272	positive	0.13220925161297123	FALSE
COG5542	Mean_Oxygen	-0.00730135734775	0.00244696682136265	negative	-0.3710183101953934	FALSE
COG1146	Mean_Oxygen	-8.9178085714028e-4	0.00245385978785994	negative	-0.06100733516287326	FALSE
COG5465	Mean_Oxygen	0.00214471166894529	0.00246534224190215	positive	0.33471742590094083	FALSE
COG1271	Mean_Oxygen	-0.00782490497992359	0.0025006526742842	negative	-0.5248501898557656	FALSE
COG1816	Mean_Oxygen	-0.00153863716802639	0.00251767733272401	negative	-0.38226502484161556	FALSE
COG5283	Mean_Oxygen	0.00748707220287018	0.00255391055676015	positive	-0.019909151425926024	FALSE
COG2872	Mean_Oxygen	-0.00168492519066748	0.0025867080856893	negative	-0.14440475569451175	FALSE
COG3101	Mean_Oxygen	0.00591769415633951	0.00263422237404013	positive	0.0190752130639133	FALSE
COG1536	Mean_Oxygen	-0.00161839145713841	0.00263809730133256	negative	-0.4951451111020633	FALSE
COG3086	Mean_Oxygen	0.00763841288677803	0.00265137480113196	positive	-0.16675210864472792	FALSE
COG2253	Mean_Oxygen	-0.0101933518499066	0.00265520856098932	negative	-0.38321616325088503	FALSE
COG4530	Mean_Oxygen	0.00554190628717898	0.00268325462129146	positive	0.47105768587147795	FALSE
COG0513	Mean_Oxygen	9.8814526690151e-4	0.00272080239148518	positive	0.5557023494965364	FALSE
COG5319	Mean_Oxygen	0.00168012640004555	0.00273152046844067	positive	0.460819620285449	FALSE
COG1479	Mean_Oxygen	-0.00264527658338565	0.00273171332820821	negative	-0.45517695235677835	FALSE
COG4178	Mean_Oxygen	0.00834285931949269	0.00276519663935035	positive	0.08165883455710037	FALSE
COG3173	Mean_Oxygen	0.00122088659511805	0.00277417288087964	positive	0.2577661929586517	FALSE
COG1528	Mean_Oxygen	0.00483863651487312	0.00278165081456634	positive	0.13830762658470308	FALSE
COG1277	Mean_Oxygen	-0.00196106669233215	0.002784530551938	negative	-0.32480829830882707	FALSE
COG1033	Mean_Oxygen	-9.5019521957246e-4	0.00283034399545814	negative	0.018909213331837052	FALSE
COG4520	Mean_Oxygen	-0.00312899125576788	0.00283756279136588	negative	-0.2668314394923939	FALSE
COG1569	Mean_Oxygen	-0.00532814291030105	0.0029256614749673	negative	-0.4545656273939388	FALSE
COG1210	Mean_Oxygen	0.00100421401735611	0.00293743952097238	positive	0.4394415482396629	FALSE
COG0176	Mean_Oxygen	6.4639528628606e-4	0.00294283788098355	positive	0.28146519623346017	FALSE
COG0262	Mean_Oxygen	0.00148342700432036	0.0029490214255498	positive	0.5055600330541414	FALSE
COG0284	Mean_Oxygen	5.4762814326244e-4	0.00295577087789968	positive	0.32401730241478865	FALSE
COG0523	Mean_Oxygen	0.00308073950629143	0.00296591092275046	positive	0.23354689301272177	FALSE
COG1706	Mean_Oxygen	0.00200759505067439	0.00299493331230563	positive	0.022016027425692686	FALSE
COG1398	Mean_Oxygen	0.00253864380337881	0.00305691832122105	positive	0.04642888568382705	FALSE
COG0135	Mean_Oxygen	9.2159016287711e-4	0.00311410761240497	positive	0.4513624631456525	FALSE
COG4641	Mean_Oxygen	-0.00220876989294688	0.00314327811895254	negative	-0.40840874576179337	FALSE
COG1941	Mean_Oxygen	-0.010653977061946	0.00317785755019834	negative	-0.2321082413531272	FALSE
COG0235	Mean_Oxygen	9.9688740125621e-4	0.00318299038492436	positive	0.34206955652360205	FALSE
COG0536	Mean_Oxygen	7.9023821594193e-4	0.00318573988496728	positive	0.3121911531602312	FALSE
COG0653	Mean_Oxygen	9.6620815538464e-4	0.00322458123984172	positive	0.3434111057834545	FALSE
COG4451	Mean_Oxygen	0.00451657526698777	0.00325847181452269	positive	0.16391490034930603	FALSE
COG1305	Mean_Oxygen	-0.00323009597934164	0.00326419587725662	negative	-0.21888194734047664	FALSE
COG0309	Mean_Oxygen	-0.00530587924508747	0.00326563759311211	negative	-0.49573556419637566	FALSE
COG1034	Mean_Oxygen	-0.0010372439879669	0.00327923722312776	negative	0.3054578935356815	FALSE
COG3772	Mean_Oxygen	0.00488601651150668	0.00328786570598595	positive	0.0779188649324756	FALSE
COG5485	Mean_Oxygen	0.00255370640666619	0.00332778494263019	positive	0.42733423046011143	FALSE
COG0269	Mean_Oxygen	-0.00580708049582463	0.00334403783276552	negative	-0.003948163772397321	FALSE
COG0253	Mean_Oxygen	7.9586274698633e-4	0.00337051918599128	positive	0.38879423796941465	FALSE
COG4976	Mean_Oxygen	0.00250944312402311	0.00337175075202148	positive	0.29444486972631945	FALSE
COG0730	Mean_Oxygen	8.8343541690418e-4	0.00338061031666603	positive	0.45321410718111427	FALSE
COG3105	Mean_Oxygen	0.00458340212646178	0.00340960267559665	positive	0.16992878935173042	FALSE
COG5557	Mean_Oxygen	-0.00192609990214505	0.00348531616202691	negative	-0.08371728837159428	FALSE
COG2130	Mean_Oxygen	0.00131207780422176	0.00350617668567726	positive	0.5553809897879026	FALSE
COG3693	Mean_Oxygen	0.00429958008268404	0.0035233165243705	positive	0.59942027213637	FALSE
COG5469	Mean_Oxygen	0.00593863944411293	0.00356521413859614	positive	0.47679288310460977	FALSE
COG3485	Mean_Oxygen	0.00201712643569885	0.00361991603337386	positive	-0.0261197360757213	FALSE
COG4977	Mean_Oxygen	0.0031523525981036	0.00362799665030462	positive	0.11085974582107362	FALSE
COG4281	Mean_Oxygen	-0.00395494761551284	0.00364461890486421	negative	-0.4784323627608972	FALSE
COG0119	Mean_Oxygen	-5.8710297780925e-4	0.00365987051342304	negative	0.10718621519878392	FALSE
COG4108	Mean_Oxygen	0.00254026052482038	0.00368522370613505	positive	0.26315312937189117	FALSE
COG1141	Mean_Oxygen	0.00714274422048666	0.00369294131981502	positive	0.05425657675874132	FALSE
COG5212	Mean_Oxygen	-0.00967902191643631	0.00370531693338397	negative	-0.4661971617807838	FALSE
COG2893	Mean_Oxygen	0.00240894786808457	0.00371289328559131	positive	0.47974902323341734	FALSE
COG2227	Mean_Oxygen	0.00124715035918691	0.00372010688393565	positive	0.407825874047398	FALSE
COG0056	Mean_Oxygen	7.5922432547513e-4	0.00375672095295471	positive	0.4436753348772201	FALSE
COG4401	Mean_Oxygen	0.00412451215602744	0.00376479942952687	positive	0.09866608855849106	FALSE
COG0303	Mean_Oxygen	-0.00130031295100241	0.00378338740963175	negative	-0.28900949796472186	FALSE
COG0014	Mean_Oxygen	8.5877170392148e-4	0.0038462380618237	positive	0.30906132359392374	FALSE
COG1382	Mean_Oxygen	-0.0156053003164237	0.00385297602732231	negative	-0.3682538754915951	FALSE
COG2304	Mean_Oxygen	-0.0022736019970267	0.00385438235534357	negative	-0.19626916681119352	FALSE
COG3671	Mean_Oxygen	0.00762880741435813	0.00385959905553187	positive	-0.20709979940816037	FALSE
COG0637	Mean_Oxygen	0.00122371906070521	0.00392511323629856	positive	0.20172718091021313	FALSE
COG4714	Mean_Oxygen	-0.00377285337840184	0.00392768093243654	negative	-0.14103751092720798	FALSE
COG3754	Mean_Oxygen	-0.00590713100779717	0.00396029832980939	negative	0.24627784051181045	FALSE
COG1553	Mean_Oxygen	-0.00325375599834865	0.0040213408598082	negative	-0.10880566038615447	FALSE
COG1730	Mean_Oxygen	-0.00808697888704448	0.0040730077754219	negative	-0.24544769273462033	FALSE
COG3179	Mean_Oxygen	0.00731415872191841	0.0040730077754219	positive	0.22888186085663664	FALSE
COG3193	Mean_Oxygen	0.0023466154995358	0.00408734464801184	positive	0.039880226704871534	FALSE
COG3410	Mean_Oxygen	-0.00447417766816245	0.00409300839176302	negative	-0.38714268423644493	FALSE
COG0521	Mean_Oxygen	-0.00144658916590408	0.00415122523097919	negative	-0.2604033829485518	FALSE
COG4742	Mean_Oxygen	-0.00532706821525976	0.00419387058821743	negative	-0.27761056657985284	FALSE
COG1461	Mean_Oxygen	-0.00396978049219526	0.00423586207591123	negative	-0.45677631621230386	FALSE
COG3530	Mean_Oxygen	0.00688705269149079	0.00425247617778596	positive	-0.15018045020853948	FALSE
COG3794	Mean_Oxygen	0.00169221004111752	0.00426252294765178	positive	0.3533222472735434	FALSE
COG0108	Mean_Oxygen	5.4232496212695e-4	0.00437998664654676	positive	0.39834321216882096	FALSE
COG3785	Mean_Oxygen	0.00126302553978877	0.00439325309388158	positive	0.5666387814856	FALSE
COG2931	Mean_Oxygen	-0.00136627181721865	0.00441225617949331	negative	-0.3974250415727242	FALSE
COG1970	Mean_Oxygen	0.0034898567329711	0.00442624976843591	positive	0.19485607315162287	FALSE
COG0785	Mean_Oxygen	0.00115217980775786	0.00443976963599927	positive	0.1807163771028657	FALSE
COG1661	Mean_Oxygen	-0.00340462735339848	0.0044692267770957	negative	-0.2347927219336712	FALSE
COG0687	Mean_Oxygen	-9.0140945189869e-4	0.00448961014343146	negative	0.005335591352873363	FALSE
COG2503	Mean_Oxygen	0.00283903794351948	0.00449450514469933	positive	0.30816375719989664	FALSE
COG1161	Mean_Oxygen	0.00311334381557028	0.00449503938626084	positive	0.10185447321393713	FALSE
COG0698	Mean_Oxygen	-0.0011530908687389	0.00451091514534184	negative	0.06821497434223278	FALSE
COG0167	Mean_Oxygen	-4.7429266016511e-4	0.00454829568722723	negative	-0.02315830281266259	FALSE
COG1879	Mean_Oxygen	0.00119070816053871	0.00459492757499566	positive	0.5250558553779292	FALSE
COG1239	Mean_Oxygen	0.0029422652794393	0.00465331508182099	positive	0.17471256159394416	FALSE
COG1910	Mean_Oxygen	-0.0036568489218041	0.00467237206448587	negative	-0.36611894337146705	FALSE
COG1348	Mean_Oxygen	0.00636531871876903	0.00468841541422372	positive	0.11436084405499455	FALSE
COG3279	Mean_Oxygen	0.00460774376079796	0.0047184734576416	positive	-0.07030435037863833	FALSE
COG3325	Mean_Oxygen	-0.00274352004018532	0.00477189067254789	negative	-0.22983140780331976	FALSE
COG1194	Mean_Oxygen	0.00111553214150094	0.00478533649546616	positive	0.5322583936095326	FALSE
COG1143	Mean_Oxygen	-8.9342951274146e-4	0.00482176641337046	negative	-0.603141163628202	TRUE
COG2457	Mean_Oxygen	-0.00513817365170569	0.00485544470637258	negative	-0.6194541977159213	TRUE
COG3544	Mean_Oxygen	0.0024882479380817	0.00486070788054813	positive	0.25777721106070905	FALSE
COG3329	Mean_Oxygen	0.00554912074252739	0.00487476015197952	positive	0.09105481627020146	FALSE
COG2350	Mean_Oxygen	0.00276692583362464	0.00499437067561732	positive	0.18260234160870986	FALSE
COG3684	Mean_Oxygen	-0.0033017250743174	0.00500645513857166	negative	0.1917770835166994	FALSE
COG1633	Mean_Oxygen	-0.0038141633146099	0.00503076442416625	negative	-0.13437276433855547	FALSE
COG3080	Mean_Oxygen	-0.00526661467773972	0.00513420736356194	negative	-0.36210913300866143	FALSE
COG0298	Mean_Oxygen	-0.00643618024363823	0.00515031597375666	negative	-0.44138666290958356	FALSE
COG3310	Mean_Oxygen	0.0082025717307484	0.00515031597375666	positive	-0.04469246670931311	FALSE
COG0249	Mean_Oxygen	0.00115872786331367	0.0051803866153934	positive	0.19352485691841545	FALSE
COG0311	Mean_Oxygen	-0.00278366772863915	0.00520594395330881	negative	-0.48271218430148	FALSE
COG5614	Mean_Oxygen	0.00753506059307127	0.0052232505177812	positive	-0.16693026088485524	FALSE
COG0299	Mean_Oxygen	8.6782165663008e-4	0.00522991877170288	positive	0.28617847196009016	FALSE
COG2068	Mean_Oxygen	-0.00165410014466252	0.00525143593283875	negative	-0.39943838422096695	FALSE
COG1296	Mean_Oxygen	0.0019357062805841	0.00525406438262273	positive	0.5171646891992532	FALSE
COG1307	Mean_Oxygen	-0.00390490827973601	0.00525441848393437	negative	-0.4840651752348889	FALSE
COG5437	Mean_Oxygen	0.0059385383409611	0.00528955090418814	positive	-0.06789966805784894	FALSE
COG1205	Mean_Oxygen	-0.00465507846816119	0.00529303606370178	negative	-0.4435021479559461	FALSE
COG1814	Mean_Oxygen	-0.00427350687806289	0.00529683940519579	negative	-0.2497867158078127	FALSE
COG2185	Mean_Oxygen	-0.00166595805237351	0.00539493861905692	negative	-0.33852949878087346	FALSE
COG1463	Mean_Oxygen	0.00257071676036677	0.00542685731429156	positive	0.11577395602499378	FALSE
COG2128	Mean_Oxygen	-0.00129945249519359	0.00542685731429156	negative	-0.48418196100835537	FALSE
COG3276	Mean_Oxygen	-0.00215905875066819	0.00550904327217728	negative	-0.5021787450891458	FALSE
COG1830	Mean_Oxygen	-0.00289745835136555	0.00553732912583542	negative	-0.3593642599986049	FALSE
COG0846	Mean_Oxygen	-0.00114118391620856	0.00557448500949981	negative	-0.5861805123391927	FALSE
COG3379	Mean_Oxygen	-0.0113045877076677	0.00558909479202041	negative	-0.27857105512324354	FALSE
COG3568	Mean_Oxygen	-0.00207634995845686	0.00561450889045055	negative	-0.2581054886892123	FALSE
COG1543	Mean_Oxygen	0.00825711519828301	0.00561609955177955	positive	0.09449335022138605	FALSE
COG5456	Mean_Oxygen	-0.00954082983999063	0.00564355994287102	negative	-0.48705140320936047	FALSE
COG5651	Mean_Oxygen	0.0066370828805643	0.00570003549236335	positive	0.1390558049450043	FALSE
COG3429	Mean_Oxygen	0.00771228549708172	0.00572002447947379	positive	0.08946064991370216	FALSE
COG3019	Mean_Oxygen	0.00265415816968056	0.00584513713856111	positive	0.2701421257025629	FALSE
COG3075	Mean_Oxygen	-0.0064804871713041	0.00591007738720199	negative	-0.5778803902422516	FALSE
COG3594	Mean_Oxygen	0.00469963659045997	0.00596012902805895	positive	0.13032610859569568	FALSE
COG0207	Mean_Oxygen	0.00160938752404847	0.00596533235959937	positive	0.49102233194927614	FALSE
COG4135	Mean_Oxygen	0.00345535132936663	0.00597732067593151	positive	0.277277017036006	FALSE
COG2322	Mean_Oxygen	-0.00185407982293029	0.00597754296868124	negative	-0.06244994569383343	FALSE
COG4134	Mean_Oxygen	0.00315646677059567	0.00598431563928463	positive	0.3277725990467072	FALSE
COG1574	Mean_Oxygen	-0.00213642632404966	0.00609067002682396	negative	-0.1984424236165594	FALSE
COG3669	Mean_Oxygen	-0.00259091332556481	0.00617150450203115	negative	-0.1480256278633045	FALSE
COG4254	Mean_Oxygen	-0.00255597435163359	0.00618174886454329	negative	-0.35646650304690075	FALSE
COG4857	Mean_Oxygen	0.00294348979208755	0.0061990531797434	positive	0.3058975063326072	FALSE
COG3135	Mean_Oxygen	0.0037872581769789	0.0062103427362054	positive	-0.01777281257973661	FALSE
COG5607	Mean_Oxygen	-0.00596021763936339	0.00624548932672711	negative	-0.2576988804662769	FALSE
COG0004	Mean_Oxygen	-9.0456261427814e-4	0.00627805427204759	negative	0.2697891268197631	FALSE
COG2960	Mean_Oxygen	0.00244748890790051	0.00632876958286478	positive	0.02590585694682841	FALSE
COG0350	Mean_Oxygen	-8.2840466514033e-4	0.00634454147421078	negative	-0.1694330806663878	FALSE
COG4624	Mean_Oxygen	-0.0126381458298223	0.00635919286558406	negative	-0.4261853575802707	FALSE
COG2364	Mean_Oxygen	0.00178607626374742	0.00644901749012834	positive	0.40326562675345073	FALSE
COG4247	Mean_Oxygen	0.00306638551022621	0.00646865329487916	positive	0.4272876015955329	FALSE
COG2804	Mean_Oxygen	-9.5540678324795e-4	0.00654579276822943	negative	-0.4097234266126646	FALSE
COG0572	Mean_Oxygen	-0.00189311523000276	0.00655378373997631	negative	-0.4454782418021546	FALSE
COG0746	Mean_Oxygen	-0.00202064104952781	0.00657190497606321	negative	-0.10533967211107823	FALSE
COG1660	Mean_Oxygen	0.00154438348802392	0.00657190497606321	positive	-0.0590449762226769	FALSE
COG1328	Mean_Oxygen	-0.00807076139467886	0.00662476289771269	negative	-0.365518613358362	FALSE
COG1940	Mean_Oxygen	-0.00108622571739336	0.00662671375977628	negative	-0.5031370828699973	FALSE
COG2220	Mean_Oxygen	8.7572139095468e-4	0.00663846797976302	positive	0.19982962834494647	FALSE
COG2430	Mean_Oxygen	-0.0130946218893108	0.00666942341664353	negative	-0.016708988342969043	FALSE
COG0335	Mean_Oxygen	6.972971283886e-4	0.00668079692638076	positive	0.28184776731516714	FALSE
COG3744	Mean_Oxygen	-0.00499694170717549	0.00669363589714955	negative	-0.1874466785558556	FALSE
COG0635	Mean_Oxygen	-0.00128697157945439	0.00671442358953887	negative	-0.11523565771075993	FALSE
COG1063	Mean_Oxygen	-0.00132660898310131	0.00680573066247127	negative	-0.406071148019302	FALSE
COG1629	Mean_Oxygen	0.00153656693233922	0.00682451014963158	positive	0.44484855286112157	FALSE
COG4725	Mean_Oxygen	0.00526530627860054	0.00699853638786696	positive	0.1500357070063796	FALSE
COG1378	Mean_Oxygen	-0.00371162630756221	0.0070244794576153	negative	-0.4696409556696551	FALSE
COG0409	Mean_Oxygen	-0.00605547006707713	0.00702861637086706	negative	-0.48388339116984574	FALSE
COG1083	Mean_Oxygen	-0.00144373454147359	0.00703739737964224	negative	0.061940808602238294	FALSE
COG3528	Mean_Oxygen	0.00402693556658269	0.00725359605506845	positive	0.2268500334858457	FALSE
COG0712	Mean_Oxygen	6.7042362540692e-4	0.00727070856972385	positive	0.5214749900531519	FALSE
COG1709	Mean_Oxygen	-0.00442969554477194	0.00729608597444611	negative	-0.45369450976640713	FALSE
COG1905	Mean_Oxygen	-9.9121835871513e-4	0.00731794924132081	negative	0.034201854704604115	FALSE
COG5360	Mean_Oxygen	0.00134048026843761	0.00740255690836193	positive	0.47322002428051124	FALSE
COG2225	Mean_Oxygen	0.00117165568150409	0.0075275925217483	positive	0.545541261566399	FALSE
COG3062	Mean_Oxygen	-0.0162152011720799	0.00760205447365152	negative	-0.39293284257660516	FALSE
COG1529	Mean_Oxygen	-0.00210926073215265	0.00764126390431269	negative	-0.4153956805174401	FALSE
COG4618	Mean_Oxygen	0.00348922301100043	0.00764552422272831	positive	-0.036372957358561865	FALSE
COG3775	Mean_Oxygen	0.0179580298011018	0.00768088597401072	positive	-0.09370976416384494	FALSE
COG3903	Mean_Oxygen	-0.00732435454027207	0.00769934514994916	negative	-0.4404772987338364	FALSE
COG3159	Mean_Oxygen	0.00183671312282742	0.00771668019731098	positive	0.3846403991170404	FALSE
COG3412	Mean_Oxygen	-0.0070562349866231	0.00774863468068709	negative	-0.257198621509062	FALSE
COG1740	Mean_Oxygen	-0.00624140937301663	0.00787036120931844	negative	-0.5233612442480169	FALSE
COG3028	Mean_Oxygen	0.00509099719721574	0.0079155668978013	positive	0.11642204845869149	FALSE
COG2302	Mean_Oxygen	0.00843592535519112	0.00794642152579126	positive	0.10453290486098335	FALSE
