SRA_Accession,Sample,Omega_P_High,Omega_P_Med,Omega_P_Low,Omega_N_High,Omega_N_Med,Omega_N_Low,Omega_Fe_High,Omega_Fe_Med,Omega_Fe_Low,Theta,Pro_SCCG,cirA,expD,febB,fepB,fepC,tolQ,tonB,crp1390,PMM0804,isiA,dpsA,fur,futA,futB,futC,isiB,focA,moaA,moaB,moaD,moaE,moeA,narB,moaC,mobA,napA,tauE,cynA,cynS,nirA,unkN1,unkN2,ureA,ureB,ureC,ureD,ureE,ureF,ureG,urtA,dadA,amt1,carA,carB,gdhA,glnA,glnB,glsF,nadB,ntcA,pipX,speA,speB,amtB,thiO,phoA,phoX,PMM707,PMM721,acr3,arsR,chrA,gap1,mfs,phoB,phoE,phoR,ptrA,unkP1,unkP2,unkP3,unkP4,unkP5,PMM719,PMM722,phnD,ppA,ppK,ppX,pstA,pstB,pstC,pstS,sqdB,Cruise,Cruise_Station,Depth_m_,Year,Month,Day,Local_Hour,LatitudeDegN,LongitudeDegE
SAMN15782467,AMT2018_025_meta,2.007172907,1.580709351,0.319762902,1.132226679,0.312827196,-0.1920972,-0.265816037,-0.688957174,0.131177841,0.13437261,182.2255271,0.000374604,0.00049766,0.000236649,0,0.001817161,0.000905189,0,1.817747336,1.042926121,2.887221379,0,1.331819439,1.149828284,1.251664689,0.988385466,1.206742862,0.000114327,0.459143063,0.499414446,0.000696851,0.42053212,0.458421093,0.872653024,0.404712624,0,0.555373526,0.003476998,0.324723462,0.21761718,0.541831684,0.000370478,0,1.014030148,1.305906142,1.6320196,0.88930299,0.802535012,0.813974401,1.045501146,1.503465742,0.858745009,1.653504635,1.101672029,1.377990039,0.002791859,1.630479034,2.672388255,1.316192474,1.346731644,1.380710205,0.911229929,1.06747893,1.653009701,0.008963529,1.031384324,1.360797327,0.461146441,1.048010753,1.747898263,0.389361108,1.197160054,1.021173858,1.351976831,1.386601519,0.981020556,0.647192083,0.834902434,0.239786032,0.989404113,0.828774168,0.878229719,1.045074804,0.744966676,1.468086172,1.540397398,0.002908965,1.540281298,0.916882829,1.085160004,1.341757973,1.538047899,1.489702913,2.020029265,1.31036144,AMT28,13,7,2018,10,1,14,31.8574333,-22.710183
SAMN15782468,AMT2018_027_meta,1.766681831,1.661640268,0.294435146,1.34333807,0.592929393,-0.001428229,-0.265816037,-0.704661642,0.205545026,0.094989009,122.4067514,0,0,0,0.001085091,0,0,0,1.579983879,1.025230612,2.897874731,0,1.470158346,1.247110711,1.282527818,1.073285436,1.170261282,0,0.530011185,0.583482703,0,0.40158225,0.406598389,1.008922435,0.575814147,0,0.530196932,0,0.32587534,0.286815128,0.582386649,0,0,1.285547849,1.426503891,1.593118762,0.977308263,0.990104569,0.900997766,1.21931696,1.564581138,0.972888408,1.697255736,1.119079577,1.402910836,0.001397729,1.585737452,2.675880831,1.382829613,1.386374099,1.377409668,1.000616858,1.198816508,1.885281844,0.001204242,1.107891792,1.262459029,0.411004119,0.971407446,1.966682692,0.347401046,1.106722153,0.974945025,1.31585936,1.370359547,1.044281945,0.696195387,0.992495713,0.280410214,0.980495947,0.857504055,0.777028943,1.404888947,0.731955257,1.327632443,1.465654293,0,1.562163733,1.025762551,1.216161832,1.299608174,1.469323624,1.380982683,1.976952226,1.252460117,AMT28,14,7,2018,10,2,5,29.4883167,-23.93245
SAMN15782469,AMT2018_029_meta,2.08051634,1.690012019,0.54895299,1.657383896,0.672643918,0.021232562,-0.265816037,-0.677929292,0.183521876,0.068109849,104.9674938,0.000561872,0,0.000666207,0.001070696,0,0,0.000814253,1.583111911,1.107611812,2.939139421,0,1.284273637,1.26595541,1.35391186,1.009174683,1.135825555,0,0.615857415,0.623550424,0,0.444660489,0.506638651,1.06487886,0.55261082,0,0.705018798,0,0.379568027,0.291188388,0.769685851,0,0,1.213105401,1.422306514,1.709881329,0.873824248,0.886536959,0.941831743,1.246960717,1.532929708,1.01528282,1.599249704,1.178169788,1.436893615,0.00189038,1.699421082,2.867285788,1.31683417,1.353641854,1.429239825,0.986800441,1.14686228,2.093740155,0.01018882,1.014722353,1.365890945,0.485934633,1.2810956,2.138275694,0.288940659,1.07560337,1.005938774,1.42206627,1.440246932,0.990177318,0.741481943,0.90559133,0.248102031,0.92566039,0.93521016,0.993474223,0.986511566,0.740313074,1.702952714,1.573190788,0.005422545,1.620731748,1.020262715,1.265811803,1.303533577,1.44479837,1.619487481,1.751118483,1.411295804,AMT28,15,7,2018,10,2,12,28.6090667,-24.36085
SAMN15782470,AMT2018_031_meta,1.064504027,1.151520144,0.161372497,0.043211347,0.488837843,0.193746149,-0.265816037,-0.673539689,0.43672458,0.131268534,372.6524437,0.000643293,0.002065216,0,0.000788247,0,0.000147544,0.000359324,1.455287871,1.283503131,3.013781286,0.000161119,1.425634724,1.31350849,1.252464744,1.13165214,1.419252344,0.001756611,0.270610616,0.225606269,0,0.215168662,0.237585964,0.563811225,0.248761675,0.000192735,0.270333492,5.32E-05,0.213646163,0.175773038,0.272861258,0.000105678,0,1.437212789,1.32929354,1.497649077,1.195109591,1.083334477,1.198574309,1.227297924,1.700382477,1.094032386,1.738117463,1.147053854,1.376859675,0.006277619,1.39947393,2.922748482,1.402744001,1.326683893,1.278137719,1.380961473,1.144746266,1.894817911,0.003525188,1.412731827,0.82905337,0.320394101,0.76741885,1.337118382,0.117130219,1.128626707,0.953717221,1.269413396,1.343159584,1.092266191,0.731694249,1.000658514,0.092720949,0.86399813,0.867685812,0.142308323,0.917460593,0.430066239,1.044958616,1.541104863,0.003329884,1.36356104,1.059951034,1.216373812,1.301590059,1.289622265,1.162216787,2.523366544,1.261247735,AMT28,16,7,2018,10,3,5,26.2037667,-25.52105
SAMN15782471,AMT2018_033_meta,1.371444325,1.174620719,0.482303099,0.256544105,0.236073244,0.135891579,-0.265816037,-0.686708727,0.553676455,0.129817865,169.4995095,0.000476097,0.001026667,0,0.000625386,0,0.00077041,0,1.78112042,1.162241101,3.184107068,0,1.486126652,1.404880256,1.287399764,1.090465449,1.382591637,0,0.296429542,0.31486638,0.001264226,0.195929042,0.290976846,0.582211077,0.306057188,0,0.364477742,0.002068024,0.202616951,0.160103044,0.361616543,0.001377432,0,1.218516528,1.379744663,1.708780535,0.916287917,0.881715792,0.8891291,1.084246434,1.652621775,1.041095701,1.71735618,1.227558743,1.538506457,0.003783619,1.732905164,2.971728951,1.432616123,1.433307754,1.541135078,1.07989663,1.135304363,1.862624987,0.004782748,0.992507918,0.970268887,0.378400652,0.793708797,1.4902434,0.174132252,1.230900367,0.98173395,1.490486294,1.432019367,0.99526618,0.753966163,0.936499359,0.100596865,0.884673302,0.672182027,0.279435672,0.771907032,0.342537167,1.248297729,1.192378024,0.004162152,1.586282759,1.063140964,1.211022981,1.401223752,1.598495189,1.517350189,2.74434336,1.463161951,AMT28,17,7,2018,10,3,12,25.1789667,-26.005867
SAMN15782472,AMT2018_035_meta,0.532898188,0.733742075,0.298175696,-0.246049884,0.373609602,-0.017129122,-0.265816037,-0.670495926,0.371813455,0.142968361,162.1034677,0.000377353,0,0,0,0,0,0.00246053,1.700953977,1.290754294,2.995319343,0,1.461652975,1.221351423,1.188941557,1.10795889,1.243851446,0.000243509,0.233291282,0.215662234,0,0.119227311,0.176529189,0.411503651,0.183696118,0,0.263546521,0,0.201781021,0.165059743,0.227625915,0.000216909,0,1.267128603,1.409238006,1.650285077,1.122543748,1.112247715,0.976841194,1.374414099,1.571935818,1.031073474,1.591591475,1.2440486,1.393592818,0.00374562,1.557727305,3.02927564,1.352991459,1.295774831,1.327154647,0.976702675,1.169337923,1.78289493,0.000789806,1.12104024,0.529746328,0.2408039,0.354832835,1.205028092,0.058924889,0.981322631,0.795446156,1.242535651,1.433827682,0.973213708,0.662756035,0.874060673,0.037427891,0.701585661,0.671638932,0.048361729,0.523992851,0.20329951,0.793168249,1.299824263,0.003616053,1.498297693,1.059356792,1.224048401,1.347954088,1.487385259,1.409755953,3.154294593,1.344826587,AMT28,18,7,2018,10,4,5,22.5996667,-27.21345
SAMN15782473,AMT2018_037_meta,0.21043325,0.661994341,0.252543275,-0.492911563,0.31637155,0.062637058,-0.265816037,-0.670877115,0.33046061,0.157787861,164.4309792,2.70E-05,0.001520395,0.000198466,0.001988358,0,0,0.001195524,1.628499822,1.132714665,3.132071675,0.000365147,1.27948699,1.309789027,1.20468969,1.109664303,1.405217085,0.002627349,0.175330636,0.143107541,0,0.145290649,0.132513199,0.248016453,0.136497663,0,0.183085973,0.00061942,0.197344418,0.132178464,0.168703961,0.000795481,0,1.309506478,1.472708366,1.597720134,1.196229015,1.104608322,0.974831324,1.217941092,1.566747463,1.087702777,1.723514738,1.178350335,1.367337152,0.006201269,1.54150297,2.951927867,1.411621915,1.303728794,1.38997828,1.019860882,1.176834932,1.859324185,0.004434945,1.165365735,0.381890133,0.179672051,0.349014693,0.949731315,0.034540482,1.17269772,0.817241306,1.289327488,1.36168748,0.823828956,0.54190164,0.764585755,0.012682697,0.884355611,0.717988328,0.045722475,0.475757981,0.162650914,0.772700041,1.260203735,0.000855881,1.554298535,1.072017565,1.201553016,1.310356264,1.497965734,1.407042976,2.711248004,1.402266739,AMT28,19,7,2018,10,4,14,21.44625,-27.740267
SAMN15782474,AMT2018_039_meta,0.108931783,0.552283007,0.283558759,-0.673265255,0.20748636,0.163146543,-0.265816037,-0.639442581,0.510199975,0.131328957,397.4587271,0.000411402,0.004785304,0.000659786,0.000318113,0.001627502,0.003112558,0,1.781444111,1.203232127,3.154126034,0.000125018,1.476770398,1.28322313,1.283019762,1.087413214,1.397892147,0,0.099832033,0.121692325,0,0.086858412,0.118805067,0.215804908,0.133274702,0,0.129305009,0.000189697,0.164831784,0.165958645,0.131486238,0,0,1.170779761,1.327726566,1.598238006,1.028200819,1.061388535,0.911112334,1.24767111,1.724593057,0.99727724,1.814042977,1.191848006,1.388325381,0.006357469,1.615576381,2.960551651,1.372648471,1.380088515,1.447050372,1.23186359,1.255836338,1.751227035,0.000941503,1.097568778,0.328522107,0.163033933,0.233191806,0.869758931,0.027685784,1.127401682,0.707545286,1.433622376,1.446369169,0.67517773,0.618559136,0.693825762,0.010872349,0.728104038,0.670045612,0.027053761,0.354752602,0.136151174,0.708296489,1.12989385,0.000526088,1.552084314,1.022247087,1.230474696,1.389557187,1.475793489,1.53012825,2.644741136,1.531090361,AMT28,20,7,2018,10,5,5,19.0777667,-28.816733
SAMN15782475,AMT2018_041_meta,0.233854057,0.501545247,0.404358624,-0.942218461,-0.020359455,0.030062494,-0.247806601,-0.556813071,0.543211067,0.219279216,395.738817,0.001117848,0.001845642,0.003207244,0.00594778,0.013610337,0.006768844,0.000147584,1.785290977,1.166481103,3.267805008,0,1.423937874,1.35455789,1.337351648,1.113368185,1.327654559,8.87E-05,0.057700394,0.07647121,0,0.051692655,0.052677335,0.117667878,0.052441372,0.000712005,0.08337695,0.000147069,0.07437722,0.091731719,8.14E-02,0.000106621,0.000296813,1.081930045,1.349847154,1.701543326,0.976222716,0.927138596,0.906900627,1.175280974,1.680787686,1.017009802,1.808680725,1.219425088,1.421099832,0.008024509,1.650019564,2.912769367,1.425255013,1.336682325,1.477064707,0.974177024,1.150686265,1.650922712,0.003664841,1.054442053,0.417886707,0.174478397,0.333943109,0.727312389,0.050328432,1.126190924,0.659361147,1.406039887,1.402462158,0.627705565,0.544369308,0.543485536,0.027893625,0.725518776,0.736055453,0.084500656,0.22326183,0.162130216,0.838046339,1.143244577,0.004071242,1.688248444,1.042837147,1.19712764,1.402998203,1.510035475,1.599357031,2.85292471,1.507172187,AMT28,21,7,2018,10,5,14,17.74185,-28.929883
SAMN15782476,AMT2018_043_meta,0.420500279,0.50540632,0.21430657,-0.974693775,-0.041992032,0.003766264,-0.246199007,-0.537369123,0.361675555,0.288561217,378.6449411,0.00078302,0.000129461,0.00827697,0.005916102,0.011548913,0.000294957,0.002245976,1.559637961,1.239038614,2.993316379,0.002679608,1.340440717,1.211927486,1.213837802,1.146498473,1.31405267,0.000112937,0.036892629,0.070575966,0.002756278,0.050136228,0.03575594,0.090976025,0.064003411,0.000573918,0.063134901,0.000628809,0.062332862,0.056150919,0.055745248,0.000902619,0,1.312862941,1.302432005,1.539016075,1.064740312,1.002542186,0.942822203,1.10250194,1.462715851,1.036436993,1.658208548,1.197762815,1.386585049,0.008143786,1.486045242,2.859460942,1.37241378,1.287477224,1.397442142,1.17739764,1.173820175,1.543752513,0.003346463,1.163058968,0.375835187,0.258543201,0.331663298,0.767932628,0.047326346,0.972628213,0.672302597,1.311358044,1.299888091,0.73172292,0.54628009,0.664787477,0.038692011,0.65771022,0.630868062,0.06270114,0.231374549,0.308181205,0.832141225,1.073544241,0.004200219,1.423582503,1.027033904,1.237008406,1.345405192,1.466250726,1.43417759,2.997068479,1.366496524,AMT28,22,7,2018,10,6,5,15.0760833,-28.61265
SAMN15782477,AMT2018_045_meta,1.127724688,0.872693335,0.191503755,-0.556683921,0.097010397,-0.028030672,-0.265816037,-0.572401815,0.389008738,0.216880525,301.7061814,0.001700345,0.002453367,0.000811237,0.006501974,0.005130338,0.006515066,0.000684615,1.703678863,1.08392939,3.143120222,0,1.459330262,1.271761135,1.296041854,1.11113114,1.284516827,0.001083022,0.151258397,0.149218693,0,0.082616557,0.134380052,0.291727653,0.11012813,0,0.19644177,0.000127143,0.121131094,0.120642701,0.152858901,0.00027038,0,1.188663292,1.472807544,1.713976854,0.978045749,1.001354488,0.902803406,1.092130488,1.613066914,1.064884512,1.723047466,1.112835937,1.408948777,0.00554208,1.699577837,2.616763131,1.377554526,1.356911964,1.424285448,1.030030345,1.183060678,1.557141026,0.003455544,1.080838602,0.629107856,0.419698158,0.491584383,1.08156194,0.107951825,1.095908168,0.885418068,1.379521661,1.466374476,0.939176254,0.706192635,0.884812322,0.086909207,0.863943203,0.643384548,0.091480247,0.313512319,0.392106533,0.879080622,1.071067916,0.002601761,1.460119938,1.021782929,1.171539654,1.372772566,1.450632481,1.481938375,2.350470581,1.479584424,AMT28,23,7,2018,10,6,14,13.8117667,-28.293767
SAMN15782478,AMT2018_047_meta,0.677776294,0.668917406,0.037676529,-0.923886701,0.057279783,-0.033061135,-0.2402021,-0.49585287,0.215731023,0.315850814,509.2792938,0.002396435,0.001872119,0.006076048,0.004373496,0.009018547,0.00522941,0.00281947,1.477023342,1.13434662,2.814403696,8.54E-05,1.297241283,1.265566675,1.208359844,1.195647419,1.267327114,0.001091584,0.073018379,0.07649947,0,0.048194918,0.064255897,0.125616368,0.053929192,0.000405007,0.078843513,0.000238952,0.065033315,0.052675569,0.077686609,0.000759464,0.001520979,1.381030098,1.493910181,1.626816975,1.062578341,1.05237169,0.965164532,1.19804651,1.416388424,1.054273107,1.571857806,1.143078672,1.415544107,0.001505583,1.458025354,2.815674734,1.411893393,1.269890819,1.306893315,1.24603289,1.17321624,1.441923965,0.006346659,1.213272819,0.412106547,0.33847635,0.428318816,0.845872656,0.06789331,1.109299594,0.818679329,1.360324558,1.30481678,0.816179076,0.558445925,0.776415673,0.059704137,0.789976827,0.646642093,0.077878282,0.263547687,0.324781234,0.81638983,1.181855033,0.002050642,1.269915161,1.089498394,1.139151607,1.263156068,1.396652654,1.28134054,2.779097172,1.285200359,AMT28,24,7,2018,10,7,5,11.4470167,-27.709033
SAMN15782479,AMT2018_049_meta,1.281410016,0.887216595,0.379467124,-0.463291518,0.150255976,0.069995364,-0.243046755,-0.553169262,0.569996168,0.198390316,235.3517442,0.003416509,0.00235359,0.002203714,0.003896236,0.004987502,0.00496442,0.000447896,1.680086876,1.257812134,3.170976166,0.002857487,1.383893135,1.318865073,1.259178426,1.192355788,1.335544518,0.001257916,0.149915076,0.189426334,0.000961074,0.122037443,0.132077708,0.314204134,0.120806833,0.002104917,0.188490837,0.000258535,0.095171969,0.131631613,0.173767693,0.000627483,0,1.417904387,1.404499478,1.729121785,1.035074254,0.909331522,0.950134822,1.214033354,1.547500932,1.009633245,1.756452096,1.191072679,1.450475643,0.005963093,1.57738956,2.805901456,1.394897328,1.302636272,1.357098544,1.229346106,1.184035053,1.759999414,0.000988205,1.124060196,0.6430618,0.47038854,0.523662543,1.128159344,0.092481059,1.019967619,0.955437558,1.324423769,1.360984315,0.929650391,0.681001768,0.910138991,0.096938524,0.992737542,0.701381794,0.072916868,0.316634731,0.385716115,0.919290626,1.21905856,0.005639313,1.562431966,1.042994059,1.235477266,1.358869588,1.572640844,1.518447092,2.995261343,1.384147514,AMT28,25,7,2018,10,7,14,10.0643333,-27.28305
SAMN15782480,AMT2018_051_meta,1.409582917,1.479247347,0.670516072,0.229376929,0.248111612,0.271589341,-0.265816037,-0.470551932,0.672519025,0.158324686,225.5960763,0.001740857,0.002346724,0.004753013,0.005044108,0.027995751,0.005270497,0.003264539,1.686280233,1.226374902,3.1685806,0.002578859,1.530241124,1.277524368,1.293962876,1.199842092,1.514266633,0.005419366,0.334770024,0.342329903,0,0.236529301,0.282834922,0.464952466,0.240387393,0,0.357074406,0.000562883,0.131124235,0.097938736,0.319307673,0.000324192,0,1.284005783,1.564633054,1.767352843,1.038011767,0.918263766,0.931336576,1.250828559,1.64191597,1.023993744,1.800790021,1.305126638,1.550866632,0.004063275,1.660356414,3.006860982,1.463073009,1.421081016,1.492699817,1.247735627,1.239156416,1.804441034,0.004425313,1.128124221,1.266807536,0.279196125,1.02401507,1.828640667,0.189869561,1.22613816,1.032230522,1.385645282,1.54884571,1.110571889,0.793606928,0.979889074,0.371564961,0.982196649,0.760129102,0.51455857,0.461712267,0.577825573,1.539525237,1.379609908,0.002874618,1.621856017,1.117291483,1.216983601,1.360254339,1.69114357,1.489221948,2.798612831,1.545357349,AMT28,27,7,2018,10,8,5,7.47126667,-26.650083
SAMN15782481,AMT2018_053_meta,1.408803659,1.298593577,0.877636751,0.117038445,0.208694387,0.344957964,-0.265816037,-0.397150153,0.700537289,0.128126831,123.9005464,0.003377223,0.002987057,0.003245328,0.021481407,0.020670257,0.008223534,0.001667085,1.961117883,1.207428418,3.427994605,0,1.517267181,1.364684278,1.371348874,1.094437931,1.338472314,0.002584133,0.303741079,0.365493533,0,0.174705368,0.226179144,0.471180379,0.246131964,0.001962008,0.3216983,0,0.108051286,0.143587265,0.315311357,0,0,1.175860585,1.543376649,2.032952009,0.900348813,0.858601112,0.943377658,1.207840033,1.725665411,1.001104739,2.101440462,1.31298211,1.61371805,0.003166461,1.918797516,2.958025344,1.544518312,1.481329466,1.805720543,1.126960622,1.115010549,1.785321077,0.001259564,1.001225049,1.255764007,0.283124295,0.874644156,1.492962137,0.153117287,1.138877101,0.966986098,1.549459094,1.597989657,0.932536954,0.855806638,0.838277308,0.239193812,1.287030386,0.754637511,0.474785664,0.346937017,0.421834671,1.281365456,1.141088951,0.000484944,1.991653903,0.940254186,1.292903275,1.490220858,1.733371025,1.826245353,3.954877588,1.580246042,AMT28,28,7,2018,10,8,14,6.25555,-26.38115
SAMN15782482,AMT2018_055_meta,1.36165815,1.378959123,0.780390685,0.63293267,0.315394554,0.302434789,-0.265816037,-0.309743715,0.540609551,0.109732082,206.1235507,0.003569068,0.010570949,0.010760288,0.012596445,0.02652558,0.007927384,0.000628893,1.72125522,1.14918221,3.295469381,0,1.525705246,1.33160474,1.268785189,1.102769479,1.437169546,0.003202389,0.380766994,0.368642294,0.001944434,0.299452491,0.338316112,0.684275979,0.364648053,0,0.459814686,0.00014118,0.134535073,0.147729119,0.383788648,0.000600462,0.000400438,1.227146988,1.451228633,1.962429439,1.035999424,1.024594105,0.939157855,1.186950553,1.619148062,1.012975319,1.874459709,1.240982844,1.523238465,0.00521494,1.626999971,3.06815185,1.437422594,1.365212607,1.615184438,1.390388237,1.213539036,1.858841623,0.004756227,1.08440762,1.26144836,0.263773389,1.128850982,1.814706307,0.161057889,1.093049183,1.058167704,1.377620015,1.509582148,0.93279785,0.740458158,0.971008242,0.280230837,1.030717724,0.691506205,0.522179144,0.455879148,0.558869379,1.642121035,1.453946981,0.00118495,1.615775192,1.069513261,1.278863099,1.382110802,1.676312533,1.582361168,3.506389769,1.428124403,AMT28,29,7,2018,10,9,5,3.80775,-25.8358
SAMN15782483,AMT2018_057_meta,0.775447886,0.625935856,0.374909488,0.542477363,0.200174715,0.038854892,-0.237648979,-0.12379599,0.422807779,0.084724227,447.7775089,0.004850717,0.001822728,0.012790443,0.026239998,0.052089558,0.016787762,0.004854619,1.78146539,1.129212809,3.618741131,0.000333029,1.362704048,1.272151598,1.210216596,1.024874713,1.397728478,0.055042804,0.316063792,0.342274061,0.006176891,0.287716832,0.281935137,0.593422897,0.27984577,0.005712683,0.41100112,0.002782703,0.091311683,0.093027016,0.385887146,0.046603037,0.008535985,1.232342336,1.42732629,1.710298601,0.887016627,0.830760444,0.784252094,1.134127316,1.572477009,0.943119143,1.85133051,1.187687887,1.43166326,0.037328577,1.618074657,2.925862089,1.405778603,1.335778725,1.43729876,1.137903908,1.134557291,1.641769435,0.002212762,1.02219765,0.604300113,0.300768312,0.506878716,0.961868489,0.036129643,1.041405504,0.762971331,1.315594998,1.345016542,0.793532764,0.649154923,0.743476426,0.054631656,0.782715486,0.564255036,0.077048721,0.154552383,0.262174883,0.89854494,1.121376466,0.051940282,1.526347957,0.974460696,1.154504391,1.326701902,1.587553998,1.532883131,3.436023618,1.369361233,AMT28,30,7,2018,10,10,5,0.00173333,-24.993033
